id,label
cardboard1,2
cardboard2,2
cardboard3,2
cardboard4,2
cardboard5,2
cardboard6,2
cardboard7,2
cardboard8,2
cardboard9,2
cardboard10,2
cardboard11,2
cardboard12,2
cardboard13,2
cardboard14,2
cardboard15,2
cardboard16,2
cardboard17,2
cardboard18,2
cardboard19,2
cardboard20,2
cardboard21,2
cardboard22,2
cardboard23,2
cardboard24,2
cardboard25,2
cardboard26,2
cardboard27,2
cardboard28,2
cardboard29,2
cardboard30,2
cardboard31,2
cardboard32,2
cardboard33,2
cardboard34,2
cardboard35,2
cardboard36,2
cardboard37,2
cardboard38,2
cardboard39,2
cardboard40,2
cardboard41,2
cardboard42,2
cardboard43,2
cardboard44,2
cardboard45,2
cardboard46,2
cardboard47,2
cardboard48,2
cardboard49,2
cardboard50,2
cardboard51,2
cardboard52,2
cardboard53,2
cardboard54,2
cardboard55,2
cardboard56,2
cardboard57,2
cardboard58,2
cardboard59,2
cardboard60,2
cardboard61,2
cardboard62,2
cardboard63,2
cardboard64,2
cardboard65,2
cardboard66,2
cardboard67,2
cardboard68,2
cardboard69,2
cardboard70,2
cardboard71,2
cardboard72,2
cardboard73,2
cardboard74,2
cardboard75,2
cardboard76,2
cardboard77,2
cardboard78,2
cardboard79,2
cardboard80,2
cardboard81,2
cardboard82,2
cardboard83,2
cardboard84,2
cardboard85,2
cardboard86,2
cardboard87,2
cardboard88,2
cardboard89,2
cardboard90,2
cardboard91,2
cardboard92,2
cardboard93,2
cardboard94,2
cardboard95,2
cardboard96,2
cardboard97,2
cardboard98,2
cardboard99,2
cardboard100,2
cardboard101,2
cardboard102,2
cardboard103,2
cardboard104,2
cardboard105,2
cardboard106,2
cardboard107,2
cardboard108,2
cardboard109,2
cardboard110,2
cardboard111,2
cardboard112,2
cardboard113,2
cardboard114,2
cardboard115,2
cardboard116,2
cardboard117,2
cardboard118,2
cardboard119,2
cardboard120,2
cardboard121,2
cardboard122,2
cardboard123,2
cardboard124,2
cardboard125,2
